arb_id,name,also_known_as,listed_first,listed_last,country,born_year,female,attorney,academic,public_bodies,sport_bodies,associated_with,case_nums,n_cases,first_appointment,latest_appointment,delisted,delisted_age,years_listed
208,Juan Pablo Arriagada Aljaro,Juan P. Arriagada Aljaro,2003,NA,CHL,1971,0,1,0,0,1,Chilean Football Federation,"3049,4046, 4047,4935,6040,OG 20-015,7090,OG AD 16-006,OG AD 16-005,OG AD 16-003,OG AD 16-002,5771, 5772,5838,OG 20-005,3431,3643,3842,3787,3786,4633,6023,6508,6422,OG 20-002",23,2013-07-05,2021-08-04,FALSE,NA,NA
209,Kamal Hamid Shadad,NA,2003,2003,SDN,1937,0,0,0,0,1,"Sudan FA,Sudan NOC",NA,0,NA,NA,TRUE,66,0
210,Manfred Peter Nan,Manfred Nan,2003,NA,NLD,1960,0,1,0,0,1,"Nan & Koolaard,Dutch Football Players’ Association","835, 942,1152,1320, 1321,1745,3091, 3092, 3093,3642,4124,4039,4256,4151,4815,4814,4573,5128,5203,5202,5680,5800,5647,6468, 6478,6350,6941,OG 20-012,OG 20-004,7878, 7916,1037,1027,1956,2144,2361,2711, 2712, 2713,3375,3754,3741,3740,3483,4346,3999, 4000,4846,4605,4775,4774,5465,4935,5299,5277,4940,5737,5863,5857,7242,7175,7075,6950,6920,8296,1731,1495,1494,1533,1996,2012,2168,2079,2662,2462,2669,2668,2988,2932,2900,2821,2859,2813,3035,3256,3139,3137,3864,3807,3765,3742,3634,3584,3703,3533,3621,3664,3486,4042,4254,3961,4097,4195,4547,4450,4389,4595,4501,4650,5312,5180,5056, 5069,5019,5274,5398,5090,5598,5977,5937,5906,6131,6241,6366,6899, 6930,6748,7092,7019, 7035,OG 20-015,OG 20-003,7437,7815,4977,8229,8156",125,2006-03-02,2022-11-04,FALSE,NA,NA
211,Margarita Echeverria Bermúdez,NA,2003,NA,CRI,1967,1,1,0,0,1,Costa Rica Football Federation,"565, 566,848,1196,1301,1593,OG 08-005,1963,2562,OG 16-028,5737,701,1117,1258,1355,1453, 1469,1453-O,OG 08-008, 009,1625,1944,2079,2135,2377,2377-O,2730,3536,3500,3497,OG 16-011,OG 16-008,OG 16-005, 007,4719,4718,2550",33,2005-03-17,2019-04-09,FALSE,NA,NA
212,Maria Goretti Philipp,NA,2003,2006,WSM,1955,1,1,0,0,0,NA,NA,0,NA,NA,TRUE,51,3
213,Mark Hovell,Mark Andrew Hovell,2003,NA,GBR,1968,0,1,0,0,1,"George Davies Solicitors,Professional Basketball Players’ Association,British Basketball Players Association,Mills & Reeve,NADP in UK","1027,1590,1615,2525,2642,2874,2979,3276,3389,3303,3137,3625,4286,4217,4055,4312,4550, 4576,5771, 5772,6075,5615,5838,6626,6463, 6464,6727,7092,6921, 7297,8229,1639,1908,2699,2845,3297,3797,3584,3579,3832, 3833,3628,4333,4135,4124,4271,3880,4160,3959,4852,4705,4839,4721,4720,4580,5125,5056, 5069,5173,5058,5339,5586,5915,5808,5500,6798,7008, 7009,4977,7878, 7916,8075,1171,1351,1534,1921,1905,1874,1947,1788,1893,2202,2145, 2146, 2147,2035,2317, 2323,2078,2584,2579,2428,2344,2562,2654,2563,3026,3025,2996,2792,2824,2786,2766,2729,2689,2763,2732,2904,2733,3443,3426,3273,3268,3099,3073,3094,3367,3739, 3749,3702,3642,3582,3577,3461,4250,4153,4328,3963-3968,4151,4248,4144,4246,4838,4837,4836,4495, 4535,4477,4403,OG 16-025,OG 16-022,OG 16-014,OG 16-013,OG 16-012,4727,4604,4428,4387,5493,5374,5366,5183,4935,5460,5270,5098,6050,5737,5680,5677,5933,5900,5864,5863,5657,5635,5998,5857,6344,7272, 7277, 7283, 7318,7242,6854, 6887,6907,7808",161,2006-07-13,2022-11-04,FALSE,NA,NA
214,Mika Palmgren,NA,2003,NA,FIN,1964,0,1,0,0,1,Players Union of Finland,"1905,1874,2428,2669,2668,2957,2792,3500,5465,4949,6044,3228,4010,4009,4008,4007,4006,4005",18,2009-12-08,2020-05-29,FALSE,NA,NA
215,Patrick Mbaya Kapita,Patrick Mbaya,2003,2003,BEL,1974,0,1,0,0,0,NA,NA,0,NA,NA,TRUE,29,0
216,Paulo Roberto Murray,NA,2003,2007,BRA,1937,0,1,0,1,0,NA,"797,678,565, 566,985",4,2005-05-02,2006-12-19,TRUE,70,4
217,Ravindra Chetty,NA,2003,2003,MUS,1962,0,1,0,0,1,"Mauritius Football Association,CAF",NA,0,NA,NA,TRUE,41,0
218,Ricardo De Buen Rodriguez,Ricardo de Buen Rodriguez,2003,NA,MEX,1967,0,1,1,0,0,NA,"1037,1117,1329, 1330,OG 12-007,OG 12-005,3573,3467,4633,4669, 4670,5588,1517,OG 12-001,4162,8076,1625,2343,2969,3012,4176,4994,6002,6038,7690",23,2007-02-12,2022-10-10,FALSE,NA,NA
219,Roger Kaddour,NA,2003,2003,FRA,1928,0,0,0,0,0,NA,NA,0,NA,NA,TRUE,75,0
220,Ruslan Voutsov,NA,2003,2003,BGR,1963,0,1,0,0,0,Bulgarian Football Union,NA,0,NA,NA,TRUE,40,0
221,Stephen Blewett,NA,2003,2003,AUS,1948,0,1,0,0,0,NA,NA,0,NA,NA,TRUE,55,0
222,Vidar Birkeland,NA,2003,2003,NOR,1965,0,1,0,0,0,NA,NA,0,NA,NA,TRUE,38,0
223,Alan E. Harris,Alan Harris,2004,2021,USA,1943,0,1,0,0,0,Farella Braun + Martel,896,1,2006-01-16,2006-01-16,TRUE,78,17
224,Alexandra Brilliantova,NA,2004,2013,RUS,1966,1,1,0,1,0,ROC,"1838,2110,2677,3227,3112,OG 14-002,1184",7,2007-05-08,2014-02-05,TRUE,47,9
225,Allan W. McDonald,NA,2004,2011,AUS,1937,0,1,0,0,1,Athletics Australia,1603,1,2008-12-16,2008-12-16,TRUE,74,7
226,Andrzej Wach,NA,2004,NA,POL,1954,0,0,1,0,1,"UEFA,Polish NOC,Polish FA",NA,0,NA,NA,FALSE,NA,NA
227,Bernard Hanotiau,NA,2004,NA,BEL,1947,0,1,1,0,0,NA,"1315,1314,1995, 2021,1995, 2021-PA,1994, 2020,1994, 2020-PA,2202,2045,2681,2852,3436,4178,4492,4490,5455,5006,5607, 5608,902, 903,1392,3216,4474,1084,1215,1424,1756,3365, 3366",26,2005-12-05,2019-01-22,FALSE,NA,NA
228,Brian W. Collis,Brian William Collis,2004,2019,AUS,1943,0,1,0,0,0,"Australian Football League,Australian Oympci Committee",NA,0,NA,NA,TRUE,76,15
229,Càndido Paz-Ares,NA,2004,2006,ESP,1955,0,1,1,1,0,Uría & Menéndez,"690,691",2,2005-02-09,2005-03-24,TRUE,51,2
230,Daniel Pastorini,NA,2004,2007,URY,1935,0,1,0,0,1,"Uruguayan Football Federation,Club Montevideo",NA,0,NA,NA,TRUE,72,3
231,David Askinas,NA,2004,2019,USA,1951,0,1,1,0,1,"US Soccer Federation,USA Taekwondo","1621,1621-O,1695",3,2008-08-27,2009-05-05,TRUE,68,15
232,Deanna Reiss,NA,2004,2019,USA,1966,1,1,0,0,0,NA,"594,3804",2,2005-03-01,2016-04-29,TRUE,53,15
233,Enrico Pedro Ingles y Mendiola,"Enrico P. Ingles y Mendiola, Enrico Ingles y Mendiola",2004,NA,PHL,1952,0,1,0,0,0,NA,2628,1,2012-03-14,2012-03-14,FALSE,NA,NA
234,Gérald Simon,NA,2004,NA,FRA,1950,0,1,1,0,0,NA,"3264,4468,7371,791,791-PA,2830,3271,3351,3409,3955, 3956,4229,5147,7292,6724,7380,7224,7519",17,NA,NA,FALSE,NA,NA
235,Gordon Rapp,NA,2004,NA,DEU,1957,0,1,0,0,1,"German Fencing Association,",1206,1,2007-04-02,2007-04-02,FALSE,NA,NA
236,Henric Nicholas,NA,2004,2020,AUS,1941,0,1,0,0,0,NA,"1028,2001,1539,A2-2011",4,2006-02-25,2011-05-03,TRUE,79,16
237,Hugo Mario Pasos,Hugo Pasos,2004,2006,ARG,1964,0,1,0,0,0,NA,635,1,2005-01-27,2005-01-27,TRUE,42,2
238,Jacques Baudin,NA,2004,2007,SEN,1939,0,0,0,1,0,NA,NA,0,NA,NA,TRUE,68,3
239,Jan Obst,NA,2004,2006,CZE,1952,0,0,0,0,1,Czech Football Federation,NA,0,NA,NA,TRUE,54,2
240,Jean-Paul Burnier,NA,2004,2019,FRA,1948,0,1,0,0,0,FORTEM,"4178,1315,1314,1677,2528",5,2008-01-31,2016-02-02,TRUE,71,15
241,Jirayr Habibian,NA,2004,2019,"LBN,ARE",1974,0,1,0,0,1,"Lebanese Football Federation  (LFF),Squire Patton Boggs","1674,1674-O,2472,4081, 4087,3852,4843,5021",7,2008-12-12,2017-11-24,TRUE,45,15
242,Kaj Hobér,NA,2004,2009,SWE,1952,0,1,1,0,0,Mannheimer Swartling,"OG 06-008,OG 06-004,1768,1168,OG 06-001,725,727,896,1291,1461, 1462",10,2005-07-20,2009-12-04,TRUE,57,5
243,Kismet Erkiner,NA,2004,2014,TUR,1942,1,1,1,1,1,Comité Olympique de Turquie,"1380,1585, 1586",2,2008-06-11,2009-11-10,TRUE,72,10
244,Lars Halgreen,NA,2004,NA,DNK,1964,0,1,1,0,0,NA,"1655,1654,1485,1956,2353,2760,4083,4489,1177,1332,2671,2558,2469-PA,3026,3578,5203,5202,811,1366,1470,1745,1697,1954,1755,1799,2647,2699,2762,2871,3104,3115, 3116,3565,3525,3510,4081, 4087,3891,4271,4700,4683,4682,4648,4563,4719,4718,5133",45,2005-12-19,2099-10-27,FALSE,NA,NA
245,Lars Hilliger,NA,2004,NA,DNK,1971,0,1,0,0,0,NA,"2875,4480,4654,5175-PA,3039,3149,3090,4845,5950,5588,6129,OG 22-002,8012,1129,1691,1448,1658,1588, 1629,1576, 1628,1575, 1627,1784,1974,1991,1773, 1774,2289,2160,2059,2170, 2171,2043,2597,2596,2466,2377,2377-O,2652,2559,2983,2850,2738,3424,3321,3297,3303,3838,3640,3546,3542,3622,3560,3536,4124,3993,3944,4214,4875,4699,4679,4678,4605,4573,4441,4705,4692,4372,4543,4542,4541,5338,5915,5854,5743,5622,5552,6670,6569,6350,6278,6187, 6189,7581,6796,6796-O,7417,7331,8215,8214,OG 22-011,8306",87,2006-12-22,2022-06-13,FALSE,NA,NA
246,Michael Bruney,NA,2004,2006,DMA,1957,0,1,0,0,0,NA,NA,0,NA,NA,TRUE,49,2
247,Michel Brizoua-Bi,NA,2004,NA,CIV,1966,0,1,0,0,0,NA,4452,1,2016-11-04,2016-11-04,FALSE,NA,NA
248,Michel Dupuch,NA,2004,2007,FRA,1931,0,0,0,1,0,NA,NA,0,NA,NA,TRUE,76,3
249,Mukul Mudgal,NA,2004,2014,IND,1950,0,0,0,0,0,NA,2979,1,2013-11-08,2013-11-08,TRUE,64,10
250,Otto L.O. De Witt Wijnen,NA,2004,2022,NLD,1935,0,1,0,0,0,NA,"2515,3330,1367,1367-O,1396, 1402,1396, 1402-IA,1502,4417, 4419, 4420",8,2008-03-05,2017-08-21,TRUE,87,18
251,Om Lalla,NA,2004,NA,TTO,1967,0,1,0,0,1,NA,NA,0,NA,NA,FALSE,NA,NA
252,Raymond Hack,NA,2004,2023,ZAF,1950,0,1,0,0,1,"South African Football Associations,National Olympic Committee of South Africa","1415,1001,1294,1204,1272,1271,2654,3165,4213",9,2006-05-09,2016-01-05,TRUE,73,19
253,Richard H. Kreindler,NA,2004,2022,DEU,1959,0,1,0,0,0,"Cleary Gottlieb Steen & Hamilton,Shearman & Sterling",NA,0,NA,NA,TRUE,63,18
254,Roger V. Gyles,Roger Gyles,2004,2018,AUS,1938,0,1,0,1,0,NA,"1539,1549",2,2008-05-27,2008-06-04,TRUE,80,14
255,Ruggero Stincardini,NA,2004,2022,ITA,1956,0,1,1,0,0,NA,"1879,1293,2029,2494,2961,2705,2705-O,3264,4490",9,2007-08-16,2017-03-09,TRUE,66,18
256,Rui Botica Santos,NA,2004,NA,PRT,1968,0,1,0,0,0,CRA,"1123, 1124,1407,1258,1251,1287,1464, 1467,1463, 1466,1658,1897,1919,2241,2463,2449,2851,2850,2784,2854,2697,3393,3273,3321,3139,3071,3360,3194,3314,3269,3140,3702,3584,3586,4346,4875,4606,4772,5056, 5069,5205,5596,5857,6452,6646,7272, 7277, 7283, 7318,7247,1141,1137,1210,1548,1470,1633,1947,1991,1910,2132,2646,2628,2343,2559,2977,2932,2824,3012,2875,3380,3256,3343, 3344, 3348, 3349,3739, 3749,3684, 3693,3597,3664,4206, 4209,4112,4172,4550, 4576,4633,5680,6350,6796,6796-O,6907,1380,1369,1359,1358,1294,1388, 1389,1708,1665,1593,1841,1944,2072,2144,2128,2069,2567,2594,2967,2698,2730,2702,2779,2742,2908,3379,3049,3260,3831,3813,4358,4161,4158,4039,4215,4061,4664,4485,4408,4736,5065,5012,5359,6233,7605,6912,7061,7503,8360,8061,8060,7983",130,NA,NA,FALSE,NA,NA
257,Stuart C. McInnes,NA,2004,2019,GBR,1956,0,1,0,0,0,Pritchard Englefield,"952,1084,2098,2478,3013,2750,2702,OG 12-003,2835,3263,3565,5274,5031,5213,6171, 6175,594,1322,1571,2969,2821,2697,3417,3544,4139,5228,1374,1287,1273,1521,1485,1978,1901,2216,2663,2375,2331,2473,2682,2451,2845,2847,OG 12-010,3375,3237,3133,3074,3262,3254,3804,3684, 3693,3682,3679,3675,3597,3568,3508",56,2005-03-01,2020-04-03,TRUE,63,15
258,Thi My Dung Nguyen,NA,2004,NA,VNM,1976,0,1,0,0,0,NA,"4358,OG 18-006,AG 14-003,AG 14-001",4,2014-09-19,2018-02-14,FALSE,NA,NA
259,Vinayak Pradhan,NA,2004,2022,MYS,1950,0,1,0,1,0,NA,"3452,AG 14-002,AG 14-004",3,2014-09-27,2015-06-02,TRUE,72,18
260,Daniel Bethlehem,NA,2005,2006,GBR,1960,0,1,1,1,0,NA,"1001,991",2,2006-05-09,2006-10-30,TRUE,46,1
261,Efraim Barak,Efraïm Barak,2005,NA,ISR,1957,0,1,1,0,0,Mirkin & Co,"1100,1029,1610,1583, 1584,1931,2307,2069,2539,2539-IA,2361,2343,2474,2653,2451,2436,2910,2698,OG 12-001,2908,2754,2711, 2712, 2713,3107,3090,3233,3568,3613,3578,3621,3793,3560,3536,3875,4215,4838,4837,4836,4745,4487,4486,OG AD 16-005,4581,5366,5306,5498,5459,5586,5799,6482,6798,6713,7168,1192,1171,1320, 1321,1213,1207,1602,1568,1975,1756,2306,2586,2605,2604,2690,3029,2847,3393,3258,3062,3389,3260,3119,3054,3263,3742,3555,3486,4153,3946,4709,4473,OG AD 16-004,6002,5578,6027,5659,6899, 6930,7840,7839,7838,1177,1342,1392,1590,1622, 1623, 1624,1958,1920,1832,1831,1782,1781,2148,2110,2062,2241,2193,2112,2384, 2386,2681,3033,2874,2740,OG 12-007,2919,OG 12-005,3172,3249,3816,3710,3923,3904,4312,3909,OG AD 16-009, 013,OG AD 16-002,4903,5297,5022,5285,5264, 5265, 5266,5587,5888,6286,6330,6416, 6417",136,2006-10-02,2022-06-09,FALSE,NA,NA
262,Fernando Pombo,NA,2005,2007,ESP,1943,0,1,0,0,0,NA,NA,0,NA,NA,TRUE,64,2
263,Francisco Gonzalez de Cossio,"Gonzalez de Cossio, Francisco González de Cossío",2005,NA,MEX,1972,0,1,1,0,0,NA,"1503,5144,3574,4651",4,2008-04-07,2017-12-18,FALSE,NA,NA
264,François Tremblay,NA,2005,2017,CAN,1938,0,0,1,1,0,NA,NA,0,NA,NA,TRUE,79,12
265,Graeme Mew,NA,2005,2013,"CAN,GBR",1959,0,1,1,0,0,"Nicholl Paskell-Mede,New Square Chambers","2293,2977,2756,2845,OG 12-004,3361,3124,1312,2107,2960,2762,JO 12-008,3147,1607,1473,2364,2362,2518,2807, 2808,OG 12-011",20,2008-05-16,2014-05-02,TRUE,54,8
266,Henri C. Alvarez,Henri Alvarez,2005,NA,CAN,1954,0,1,1,0,0,Fasken Martineau DuMoulin,"OG 10-002,OG 10-001,2490,1490",4,2008-06-25,2012-03-23,FALSE,NA,NA
267,Jean-Pierre Quéneudec,NA,2005,2007,FRA,1936,0,0,1,1,0,NA,NA,0,NA,NA,TRUE,71,2
268,John Charles Thomas,NA,2005,NA,USA,1950,0,1,0,0,0,NA,4309,1,2016-09-21,2016-09-21,FALSE,NA,NA
269,Marcos De Robles Miralbell,Marcos de Robles,2005,2014,ESP,1953,0,1,0,0,0,Cuatrecasas,"1082, 1104,2062,2414",3,2007-01-19,2012-03-30,TRUE,61,9
270,Miguel Angel Fernández-Ballesteros,Miguel Angel Fernández Ballesteros,2005,2021,ESP,1950,0,0,1,0,0,NA,"726,1155,1751,1396, 1402,1396, 1402-IA,3775,1210",7,2005-10-19,2014-11-28,TRUE,71,16
271,Patrick Lafranchi,NA,2005,NA,CHE,1964,0,1,0,0,1,"Lafranchi Meyer Rechtsanwälte,LSHG","973,1636,2178,2684,2403,2574,3297,3629,3664,OG 14-004, 005,4623, 4624,4501,4426,991,2981,3803,3685,3510,3475,4186,4727,4602,5213,5746,5581,6132, 6146,6941,6781,7444,7507,7506,7061,7065,6921, 7297,7717,1384,1516,1615,1579,1751,1699,1530,2822,2688,2982,3444,3401,3047,3194,OG 14-001,3659, 3660, 3661,3482,4333,5580,5830,7187,7011,6959,7442,8087,7858,8433,8432,8008,8340",65,2006-10-10,2022-11-07,FALSE,NA,NA
272,Pedro Ramón y Cajal,NA,2005,2007,ESP,1953,0,1,0,0,0,NA,NA,0,NA,NA,TRUE,54,2
273,Peter Grilc,NA,2005,NA,SVN,1967,0,0,1,0,0,NA,"1944,3057,4484,1167,2601,2558,2414,2690,6918",9,2007-01-29,2021-02-04,FALSE,NA,NA
274,Vesna Bergant,Vesna Bergant Rakocevic,2005,NA,SVN,1970,1,0,0,0,0,NA,"4921, 4922,2234,2957,2813,OG 22-008, 009, 010,OG 22-007",6,2011-01-18,2022-02-14,FALSE,NA,NA
275,Guédel Ndiaye,NA,2006,NA,SEN,1954,0,1,0,0,1,Fédération sénégalaise de Rugby,"2568,JO 12-008,1267,JO 12-009,OG 12-004",5,2007-11-20,2012-08-06,FALSE,NA,NA
276,Akihiko Hara,NA,2007,2022,JPN,1952,0,1,0,0,0,NA,2544,1,2012-02-10,2012-02-10,TRUE,70,15
277,Alasdair Bell,NA,2007,2019,GBR,1963,0,1,0,0,0,"McDermott Will & Emery,UEFA","2890,3486,1957,2670,2670-O,2910,2756,3104,3303,3137,3647, 3648,4519,4518,4484,1741,1757,2306,2508,4095",19,2009-07-30,2017-01-26,TRUE,56,12
278,Annabelle Claire Bennett,"Annabelle Bennett AO,Annabelle Bennett",2007,NA,AUS,1950,1,1,0,1,1,NA,"6319,6274,6225,8296,OG 16-009,7930,3759-PA,OG 14-003,A2-2015,4745,A2-2016,OG 16-024,OG 16-021,OG 16-019,OG 16-004,OG 16-020,6254,OG 20-006, 008,OG 20-013,OG 20-010, 011,8106,OG 22-003,5794, 5798",23,2014-02-13,2022-06-16,FALSE,NA,NA
279,Barry Paterson,NA,2007,2019,NZL,1935,0,0,0,0,1,New Zealand Cricket,1431,1,2008-03-10,2008-03-10,TRUE,84,12
280,Bala Chandran Kandiah,NA,2007,NA,SGP,1953,0,1,0,0,1,Football Association of Singapore,NA,0,NA,NA,FALSE,NA,NA
281,Bernardo Cremades,Bernardo M. Cremades,2007,NA,ESP,1943,0,1,1,0,0,B. Cremades y Asociados,1328,1,2008-06-25,2008-06-25,FALSE,NA,NA
282,Brigitte Stern,NA,2007,2019,FRA,1942,1,0,1,0,0,NA,"2243, 2358, 2385, 2411,2188,2421, 2450,2500, 2591,OG 14-003,1491,1898,2474",8,2008-10-16,2014-02-13,TRUE,77,12
283,Christian Duve,NA,2007,2014,DEU,1964,0,1,1,0,0,Freshfields Bruckhaus Deringer,"1850,2354,3033,1388, 1389,2266,3426,3097,3074,1399,1518,1517,1447,1479,1544,1482,1468,1975,1919,1908,2307,2077,2478,2477,3061",24,2008-05-21,2014-11-10,TRUE,50,7
284,Clifford J. Hendel,NA,2007,2019,"USA,FRA,ESP",1957,0,1,0,0,0,Araoz & Rueda Abogados,"2670,2670-O,3744, 3766,4250,4580,5578,1500,1974,2356,2986,5061,4871,5128,5050,5066",15,2009-01-19,2018-10-26,TRUE,62,12
285,Daniel F. Brent,NA,2007,NA,USA,1945,0,1,0,0,0,"MLB,NHL",NA,0,NA,NA,FALSE,NA,NA
286,Fermando J. Cabrera Garcia,Fermando Cabrera Garcia,2007,NA,MEX,1965,0,1,1,0,1,"Soccer team ""Moncarcas Morelia"",Mexican Football Federation","3323,1773, 1774",2,2009-11-03,2014-03-21,FALSE,NA,NA
287,Genc Boga,NA,2007,NA,ALB,1955,0,1,0,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
288,Jacopo Tognon,NA,2007,NA,ITA,1972,0,1,1,0,0,NA,"2174,3037,3580,4378,4790,5933,5920,5906,5657,5595,6920,8592,1610,1892,2148,5334,5301, 5302,5937,5998,8651,2784,3210,3128,3735,3573,3524,3509,3880,4381,4910,5371,5256,5046,4947,5103,5664,6334,7373,7221,7888,7817,7816,7799,6945",44,2009-05-08,2022-09-21,FALSE,NA,NA
289,Jahangir Baglari,NA,2007,NA,IRN,1955,0,1,0,1,0,Grays Inn,"1404,1294,1708,1548,2135,3123",6,2007-12-18,2014-01-17,FALSE,NA,NA
290,Jeffrey Mishkin,NA,2007,NA,USA,1948,0,1,0,0,1,"Skadden Arps Slate Meagher & Flom,NBA","3574,1558, 1578,2241,5264, 5265, 5266,7090,3820",6,2009-03-04,2020-11-19,FALSE,NA,NA
291,Jingzhou Tao,NA,2007,NA,"FRA,HKG",1958,0,1,0,0,0,"Dechert LLP,Jones Day,Coudert Brothers","OG 08-006,OG 22-004,OG 08-001",3,2008-08-02,2022-01-31,FALSE,NA,NA
292,Jinwon Park,NA,2007,NA,KOR,1946,0,1,0,1,1,NA,"2148,OG 16-025,2202,OG 16-021,OG 16-019,OG 18-005,OG 18-004",7,2010-12-22,2018-02-08,FALSE,NA,NA
293,Liu Chi,Chi Liu,2007,2018,CHN,1963,0,1,1,0,0,NA,"OG 08-005,OG 08-002,4642,5072",4,2008-08-01,2017-11-28,TRUE,55,11
294,M.A. Masunda,Muchadeyi Ashton Masunda,2007,2019,ZWE,1952,0,1,0,1,1,Zimbabwe Golf Association,4311,1,2016-02-15,2016-02-15,TRUE,67,12
295,Mario René Archila Cruz,NA,2007,2022,GTM,1962,0,1,0,0,1,National Federation of Football in Guatemala,6422,1,2020-07-24,2020-07-24,TRUE,60,15
296,Matthew Mitten,Matthew J. Mitten,2007,2023,USA,1959,0,1,1,0,0,Kilpatrick Stockton,"2107,5072,OG 14-001,OG 14-004, 005,3866,3670-IA,3925,4174,4845,4465,4457,4456,4455,4454",14,2010-12-06,2017-11-28,TRUE,64,16
297,Maurizio Cohen,NA,2007,NA,"MCO,ITA",1956,0,1,0,1,0,NA,"1802,2159,2767",3,2009-08-28,2012-09-12,FALSE,NA,NA
298,Paule Gauthier,NA,2007,2016,CAN,1943,1,1,0,0,0,NA,"1489, 1510",1,2008-09-30,2008-09-30,TRUE,73,9
299,Pedro Tomás Marqués,NA,2007,NA,ESP,1949,0,1,0,0,1,La Liga (LNFP),"2079,2144,2967,2730,2968,3579,4139,4852,4471,6038,1407,1705,1751,1919,3271,3049,3262,5401,5232,2985,3323,3054,3981",23,2008-10-22,2019-09-23,FALSE,NA,NA
300,Petros C. Mavroidis,Petros Mavroidis,2007,2023,"CHE,GRC",1959,0,0,1,0,0,NA,"1776,2305,2822,3216,4333,4248,4679,4678,4775,4774,4428,5112,5233,6994,6993,6992,6991,6990,4977,1380,1455,1901,2019,1918,2561,2452,2423,2421, 2450,2836,3707,4322,4403,5444,5435,5434,5769,5661,5622,7221,7723,1589,1491,1695,1963,1758,1988,2240,2049,2628,2399,2399-O,2354,2446,2977,2906,2818,2944,2854,2754,2711, 2712, 2713,2697,3463, 3464,3364,3309,3261,3165,3097,3358,3148,3206,3140,3850,3793,3652,3620,3580,4350,4342,4213,4310,4179,3886,4335,4257,4148, 4149, 4150,4057,4266,4673,4672,4556,4510,4471,4473,5465,5219,5290,5278,5187,5353,5352,5351,5350,5339,5203,5202,6005,5774,5578,6452,6345,7065,6570,7494,7678",114,2008-04-16,2022-01-21,TRUE,64,16
301,Piotr Nowaczyk,NA,2007,2019,POL,1953,0,1,0,0,0,"Jeantet et Associés,Dentons","2019,1918,3435,4286",4,2010-01-21,2016-07-29,TRUE,66,12
302,Randy Ragan,NA,2007,2007,CAN,1959,0,1,1,0,1,Canadian Olympic Association,NA,0,NA,NA,TRUE,48,0
303,Rohinton Mehta,Rohinton R. Mehta,2007,NA,IND,1960,0,1,1,0,0,NA,NA,0,NA,NA,FALSE,NA,NA
304,Romano F. Subiotto,Romano Subiotto,2007,NA,"GBR,BEL",1961,0,1,0,0,0,Cleary Gottlieb Steen & Hamilton,"2364,2362,3561, 3614,4059,4010,4009,4008,4007,4006,4005,4803, 4804, 4983,4708,4579,5173,5581,1395,1479,2162,2625,3327, 3335,3071,4828,5045,5163,6168,6167,6166,6165,6161,1571,1744,1712, 1742,1879,2252,2234,2308, 2335,2229,2178,2083,2045,2463,2586,2543,2543-O,2490,2678,2615, 2618,2475,2851,2972,2959,2773,2731,3024,3207,3112,3199,3314,3798,3549,3548,3629,4343,4062,4210,4701,4698,4889,4655,4924, 4943,5315, 5316,5139,5112,5015, 5110",74,2007-03-31,2021-04-06,FALSE,NA,NA
305,Sylvia Schenk,NA,2007,2023,DEU,1952,1,1,0,0,1,"Herbert Smith Freehills,UCI,FIFA,BWF,IFF,IOC","3318,3228,4439,3565,4053,6047,6186,6109",8,2014-01-15,2020-04-16,TRUE,71,16
306,Türker Arslan,Turker Arslan,2007,2019,TUR,1942,0,1,0,0,1,"National Olympic Committee of Turkey,President of the Anti-Doping Commission of Turkey (TADA),Galatasaray SC","1571,1399,1620",3,2008-07-17,2009-02-23,TRUE,77,12
307,Vit Horacek,NA,2007,2014,CZE,1967,0,1,1,0,0,NA,"1799,2738,3364,3483,1468,1776,2642,2760,3024,3276,1834,3109",12,2009-02-09,2015-03-31,TRUE,47,7
308,Andras Gurovits,"András Gurovits,András A. Gurovits",2009,NA,CHE,1960,0,1,0,0,0,"Niederer Kraft & Frey,IIHF,Grasshopper Football,Swiss Ice Hockey Federatio","2266,2558,3524,4326,5111,8031,1905,1874,1854,1954,2188,6040,3007,3305,3216,3126,3836,4172,4663,4586,5209,5742",22,2009-11-30,2021-07-05,FALSE,NA,NA
309,Carlos Teran,Carlos Terán,2009,2022,VEN,1967,0,1,0,0,1,Venezuelan Football Federation,2754,1,2013-02-08,2013-02-08,TRUE,55,13
310,Cecil Abraham,NA,2009,NA,MYS,1945,0,1,0,0,0,Middle Temple,2791,1,2013-05-24,2013-05-24,FALSE,NA,NA
311,Jean-Mathias Goerens,NA,2009,NA,LUX,1947,0,0,0,1,0,NA,2585,1,2012-05-21,2012-05-21,FALSE,NA,NA
312,Karim Hafez,"Karim S. Hafez,Karim Youssef",2009,NA,EGY,1978,0,1,0,0,0,NA,"1758,1893",2,2009-10-29,2010-08-10,FALSE,NA,NA
313,Tal Lavie,NA,2009,NA,ISR,1971,0,1,0,0,1,Handball Referee Association,"2091,1850",2,2010-01-19,2011-12-21,FALSE,NA,NA
314,Bruce Collins,Bruce W. Collns,2010,NA,AUS,1947,0,1,1,0,1,Sidney Cricket Association,"AG 14-004,AG 14-001,A4-2016",3,2014-09-19,2017-05-25,FALSE,NA,NA
